imdb_id,original_title,poster_path,release_date
tt0114534,The Stars Fell on Henrietta,/5mkH38tcztyLy6CeAWHD1FC8ozC.jpg,9/15/95
tt0114558,Strange Days,/rXvy5hG9OeVmgnv9w4IhQxhqEKD.jpg,10/13/95
tt0058450,Les parapluies de Cherbourg,/ju5W8qvWfjXXGaR7wd9wSyuYXhS.jpg,2/19/64
tt0114666,The Tie That Binds,/uCPwXcYZ8G5Xi5h8zonBco980Dk.jpg,9/8/95
tt0114663,Three Wishes,/ub79b63JJV4oeHwomSy5OS5fVsr.jpg,10/27/95
tt0114702,Total Eclipse,/BTGFfPHySJtw2qBoLysz3ercDB.jpg,11/2/95
tt0114682,"To Wong Foo, Thanks for Everything! Julie Newmar",/xIDEoG9FQGmMCh5XsbkvSuD8WrW.jpg,9/7/95
tt0114781,Under Siege 2: Dark Territory,/6Z1p71nkm45cYuIZWOx5JSCYc0o.jpg,7/13/95
tt0114798,Unstrung Heroes,/puMRjRJYE5TX1ffwuqoLXW9iLqq.jpg,9/15/95
tt0114805,Unzipped,/5fY5iN8mUBLdd4fmcXwdTqAZ9Sx.jpg,8/11/95
tt0114887,A Walk in the Clouds,/iZ4FNVYVUx6NS7HXMiNJTGgSo7H.jpg,8/11/95
tt0114898,Waterworld,/yordVJcPLh3VNRL7bXzFIBEhXRr.jpg,7/28/95
tt0114928,White Man's Burden,/aaFpmILNyNSReVgzKGFu8iKNYzi.jpg,12/1/95
tt0114938,Wild Bill,/qIgslXL0NDtSlcHxISACLwWbkRJ.jpg,12/1/95
tt0109340,The Browning Version,/xjWc2uWrcGLwC87JN2CbxseGKQ.jpg,10/12/94
tt0112602,Bushwhacked,/A4UQ0y2kj4ZXrBP0MXYazd69xp2.jpg,8/4/95
tt0111579,Утомлённые солнцем,/e7bE9BiLyKaZtNF3Q2ro8gVCEQA.jpg,5/1/94
tt0110882,Before the Rain,/aIll5MvOZmUCmiwuGWMlaHRj2gj.jpg,6/9/94
tt0112471,Before Sunrise,/jsQy4ZbPHA8hE2O6QU05PpofI61.jpg,1/27/95
tt0112508,Billy Madison,/5mP8F0NYSVrwrlWRCSD4uywMNnX.jpg,2/10/95
tt0112438,The Babysitter,/hUfKMTLCIK7OwLYX58TfY8APwRm.jpg,10/17/95
tt0112571,Boys on the Side,/dcgbt8FkRLvQjaheVlylPSQeTKC.jpg,2/3/95
tt0112757,The Cure,/keUrRrUsmALR7kOTSdrOIDcO67z.jpg,4/21/95
tt0112643,Castle Freak,/eeO3BIHJoI3sabtkqfYOStdbOwm.jpg,8/4/95
tt0112679,Circle of Friends,/6T3hCdOWU49Y0hmuzceARU5yS5x.jpg,3/16/95
tt0109445,Clerks,/dmNytzvQTjylI83qrgDoS1KQ0ev.jpg,9/13/94
tt0112883,Don Juan DeMarco,/fe0TuYz9jCKUba2Omj48K8bWJ8z.jpg,10/1/94
tt0109635,Disclosure,/qbwcjmHnXkeE8l7wNBsdnlrp3J4.jpg,12/9/94
tt0112899,Dream Man,/7JbvfOA2hnWkSIJslAayK0AemDU.jpg,1/1/95
tt0109676,Drop Zone,/pVgdUHeIVEILyRISE4ysA8I6a8T.jpg,12/8/94
tt0112854,Destiny Turns on the Radio,/9iczUcmMLnOZ4Ltx3X3AEpbxTt4.jpg,4/28/95
tt0109579,Death and the Maiden,/3p1K153ZbRV7FNyi4DNnzHfxJZa.jpg,5/4/94
tt0109642,Dolores Claiborne,/ewmVWV0TP8LTlYZ4OzCcguwC9d1.jpg,3/24/95
tt0109686,Dumb and Dumber,/3PEAkZHa8ehfUkuKbzmQNRTTAAs.jpg,12/16/94
tt0111797,飲食男女,/jGjSu9zlR2I8t6OE54uxSJ7M25p.jpg,8/3/94
tt0109759,Exotica,/oIwrh7QhwUNxejsvgKtFG4V0gaQ.jpg,9/24/94
tt0109758,Exit to Eden,/9oIEKFVPhgVEzbcbRPDXCdkUgRN.jpg,10/14/94
tt0109707,Ed Wood,/9qBe2sUDyY2dFH1iHq0SZb1G4QG.jpg,9/27/94
tt0113117,French Kiss,/bZqvonwVru1XtnniQZgZRa3Znyk.jpg,5/5/95
tt0113097,Forget Paris,/l8lq77bNqJY94JCMPI731jwtDsE.jpg,5/19/95
tt0113028,Far from Home: The Adventures of Yellow Dog,/oDufYQrDhdAsJlwQUnjY9wHRWgL.jpg,1/13/95
tt0113198,A Goofy Movie,/bycmMhO3iIoEDzP768sUjq2RV4T.jpg,4/7/95
tt0113303,Hideaway,/oVaurD05v55CklwT62uZwENXDw1.jpg,3/3/95
tt0113089,Fluke,/W9QVHIH4n8X8OLWyEqbzBTfhfD.jpg,6/2/95
tt0109771,Farinelli,/mF1PyZIJ2l3B3d2S41LrqjPL5Sc.jpg,12/7/94
tt0113199,Gordy,/xKGu7MQz9lxK3JGDFqQxxzMyfGH.jpg,5/12/95
tt0113234,Gumby: The Movie,/mv8yiGImY2fxyvN2k8Grpg9NCL8.jpg,12/1/95
tt0109906,The Glass Shield,/qD2B53sG1yhPyRANr2fnQerePas.jpg,9/16/94
tt0110057,Hoop Dreams,/g5yIxuzZ3LFRxDa8SBQybJJhXng.jpg,9/12/94
tt0110005,Heavenly Creatures,/5ek49TUeqStPmKwNdxrCSUAdXNe.jpg,9/2/94
tt0110066,Houseguest,/hJ1t3dz51ZirOZVzse9LpmW5Mnw.jpg,1/6/95
tt0110116,Immortal Beloved,/meRFVzGpBJiObWfdtOoNr0UPsP4.jpg,12/16/94
tt0110006,Heavyweights,/j6bhaWGuhL5nyRK0FdpnRIBDlp3.jpg,2/17/95
tt0113360,The Hunted,/llu5wgQGYyMVDnz4p8ds8Um3lUa.jpg,2/24/95
tt0110099,I.Q.,/kAYymfWcktoHSjQJEtfEIeByZR9.jpg,12/24/94
tt0110148,Interview with the Vampire,/hldXwwViSfHJS0kIJr07KBGmHJI.jpg,11/11/94
tt0113463,Jefferson in Paris,/qKr3Mgo1HB3HkGTAVoVEpOSWlp2.jpg,3/31/95
tt0110189,The Jerky Boys,/lXu3oa1mQzI2sDsFcKuyJYLziLK.jpg,2/3/95
tt0110216,Junior,/bwt2hkLGKo5KAVMCw4u1umUPhax.jpg,11/22/94
tt0113501,Just Cause,/tPQ8kT5HVxfyKXVeoiC6NkF5gsu.jpg,2/17/95
tt0113538,A Kid in King Arthur's Court,/iklPPdF1TQFPmRyVu0SH0yF1gdt.jpg,8/11/95
tt0113552,Kiss of Death,/uQjFpAEF6GUIKW46sbndWtsEQSl.jpg,4/21/95
tt0076759,Star Wars,/btTdmkgIvOi0FFip1sPuZI2oQG6.jpg,5/25/77
tt0110367,Little Women,/tD9YDE8pjtSvvKUpkmooE6YDSm8.jpg,12/21/94
tt0113670,A Little Princess,/a7LslH4Ofdvi1oam9Bbhb2UyMR2.jpg,5/10/95
tt0110296,Ladybird Ladybird,/9YgIxxPsWMwoIFrBgNxHgGn0y29.jpg,2/18/94
tt0109731,L'Enfer,/9ACPvC1XFRta8SXA816C0my32TG.jpg,2/16/94
tt0103994,Como agua para chocolate,/3nU4id8Ul2pEGVfIWl1r9wSzBeC.jpg,4/16/92
tt0110322,Legends of the Fall,/uh0sJcx3SLtclJSuKAXl6Tt6AV0.jpg,12/16/94
tt0110443,Major Payne,/tCgBOpglqgg478AIy9wYfZ7choY.jpg,3/24/95
tt0110365,Little Odessa,/9BQrTWQodxm0G349yruhRuJV38q.jpg,10/27/94
tt0107566,Mi Vida Loca,/uEzbxMuT2d1KNR0KEfQncN7IUq2.jpg,6/8/94
tt0110391,Love Affair,/mQMCPf0GUaOjKYFTdmL8w8udnJX.jpg,10/21/94
tt0113691,Losing Isaiah,/h0IjNfD1D7WVR70JpvMMWhNVx4N.jpg,3/17/95
tt0110428,The Madness of King George,/Apgj4j73aUyMkNaPoSuQ7DJbt1M.jpg,12/28/94
